Order Id,Order Date,Ship Date,Customer Id,Customer Name,Customer Segment,Product Id,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount %,Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1473,29-10-2024,11/3/2024,CUST599,Keya Gill,Consumer,PROD675,Notebook,Office Supplies,West,Jharkhand,Tirupati,4,6308,15,21447.2,15684.3,5762.9,Credit Card,Pending,Datta-Hora,grattan@kohli-deol.com,11,No,0
ORD1474,22-03-2024,24-03-2024,CUST242,Girindra Pandey,Corporate,PROD235,Bookshelf,Furniture,East,West Bengal,Panvel,5,14561,15,61884.25,49344.26,12539.99,UPI,Returned,Gade and Sons,amrutaanand@seth.com,22,No,0
ORD1475,8/12/2024,13-08-2024,CUST492,Bhavani Bhatia,Consumer,PROD453,Sofa,Furniture,West,Gujarat,Bhubaneswar,4,7577,20,24246.4,17665.67,6580.73,Net Banking,Pending,Biswas PLC,kapoormahika@more-bhatti.org,47,No,0
ORD1476,3/6/2024,3/9/2024,CUST142,Nicholas Gola,Home Office,PROD808,Stapler,Office Supplies,East,Arunachal Pradesh,Suryapet,10,12889,5,122445.5,44823.34,77622.16,Cash,Delivered,Ravel-Mannan,regenidhi@manda.com,36,No,0
ORD1477,22-11-2025,27-11-2025,CUST602,Yashawini Bhattacharyya,Corporate,PROD721,Laptop,Electronics,South,Himachal Pradesh,Khammam,7,13710,0,95970,66959.31,29010.69,Net Banking,Returned,Sarraf Ltd,ochana@de-keer.com,10,No,0
ORD1478,12/11/2023,13-12-2023,CUST784,Faras Goswami,Consumer,PROD129,Notebook,Office Supplies,West,Tripura,Moradabad,8,14603,10,105141.6,42801.72,62339.88,Cash,Delivered,"Sahota, Shankar and Mannan",bavatriya@rajan-sengupta.com,36,No,0
ORD1479,23-09-2025,28-09-2025,CUST538,Girindra Devan,Consumer,PROD446,Keyboard,Electronics,East,Jharkhand,Sasaram,5,12806,10,57627,35943.84,21683.16,Cash,Returned,"Zacharia, Bansal and Thaker",mohantyonveer@acharya-datta.biz,44,No,0
ORD1480,6/1/2025,6/2/2025,CUST950,Hritik Sidhu,Corporate,PROD148,Monitor,Electronics,South,West Bengal,Bahraich,8,5270,20,33728,13143.06,20584.94,Net Banking,Cancelled,Vora-Chakraborty,anthony68@padmanabhan-zacharia.biz,15,No,0
ORD1481,4/6/2025,4/9/2025,CUST396,Banjeet Keer,Consumer,PROD786,Headphones,Electronics,West,Tripura,Raichur,6,14374,20,68995.2,36530.51,32464.69,Credit Card,Pending,Badami Group,tarak12@sawhney-loke.com,25,No,0
ORD1482,31-01-2024,2/3/2024,CUST240,Vasudha Barad,Consumer,PROD721,Office Chairs,Furniture,East,Haryana,Gudivada,7,7495,5,49841.75,24345.3,25496.45,Credit Card,Returned,Mistry Inc,vsalvi@mandal-sampath.com,48,No,0
ORD1483,16-09-2025,23-09-2025,CUST974,Ojasvi Karpe,Corporate,PROD189,Rice Bag,Grocery,West,Meghalaya,Kharagpur,9,12355,15,94515.75,42388.08,52127.67,Credit Card,Delivered,Deep-Gara,narayansarthak@shenoy-randhawa.com,15,No,0
ORD1484,9/7/2023,13-09-2023,CUST873,Isaac Nagar,Home Office,PROD656,Office Chairs,Furniture,South,Jharkhand,Belgaum,1,9081,0,9081,4428.5,4652.5,Cash,Cancelled,Venkataraman-Devi,daniaarush@sem-goyal.com,48,No,0
ORD1485,14-12-2024,21-12-2024,CUST969,Zilmil Lal,Consumer,PROD739,Keyboard,Electronics,North,Sikkim,Karimnagar,4,1518,15,5161.2,2675.95,2485.25,UPI,Returned,Lalla Ltd,yachana65@gulati-kota.net,42,No,0
ORD1486,21-09-2023,28-09-2023,CUST750,Oeshi Nagarajan,Consumer,PROD135,Stapler,Office Supplies,North,Meghalaya,Tinsukia,7,12739,10,80255.7,60812.65,19443.05,Cash,Cancelled,"Ramachandran, Upadhyay and Mann",joshuasinha@mitra.net,9,Yes,46
ORD1487,11/3/2025,11/7/2025,CUST228,Lekha Agarwal,Home Office,PROD775,Mouse,Electronics,West,Jharkhand,Sambhal,6,12265,10,66231,39650.51,26580.49,Net Banking,Cancelled,Varma Ltd,kapurjanya@talwar.biz,7,Yes,48
ORD1488,21-09-2024,27-09-2024,CUST385,Vihaan Mishra,Corporate,PROD843,Calculator,Office Supplies,West,West Bengal,Bidhannagar,3,2456,10,6631.2,4419.62,2211.58,Credit Card,Cancelled,"Toor, Rajan and Som",wacharya@hayre.com,50,No,0
ORD1489,30-07-2026,8/6/2026,CUST169,Irya Gokhale,Home Office,PROD894,Laptop,Electronics,East,Uttar Pradesh,Aurangabad,9,211,0,1899,1142.67,756.33,Credit Card,Delivered,"Gaba, Kakar and Batta",kadakiatanish@sengupta.info,29,No,0
ORD1490,3/10/2025,13-03-2025,CUST255,Anamika More,Corporate,PROD742,Monitor,Electronics,West,Karnataka,Bhiwandi,1,1452,10,1306.8,519.54,787.26,Credit Card,Delivered,Sani-Tata,frederick25@gulati.com,30,No,0
ORD1491,27-03-2026,4/2/2026,CUST882,Zaid Din,Home Office,PROD179,Headphones,Electronics,East,West Bengal,Mumbai,9,7744,20,55756.8,41886.04,13870.76,UPI,Returned,Balasubramanian-Mandal,oviya94@goel.net,35,No,0
ORD1492,2/2/2026,2/7/2026,CUST303,Hemal Balan,Consumer,PROD467,Monitor,Electronics,South,Jharkhand,Kottayam,7,8646,15,51443.7,23648.74,27794.96,Credit Card,Returned,Wali-Deshpande,bansalishanvi@kalla.info,9,Yes,23
ORD1493,17-09-2023,18-09-2023,CUST136,Yochana Kulkarni,Corporate,PROD232,Cooking Oil,Grocery,South,Maharashtra,Indore,9,11481,5,98162.55,30401.08,67761.47,Net Banking,Pending,"Deshmukh, Pau and Wali",girindramane@basak.com,23,No,0
ORD1494,6/6/2025,6/12/2025,CUST965,Hemal Peri,Corporate,PROD579,Office Chairs,Furniture,West,Punjab,Amravati,8,1675,20,10720,7311.13,3408.87,Cash,Pending,"Narayanan, Dube and Chakrabarti",haldergautami@setty.com,30,No,0
ORD1495,28-07-2026,29-07-2026,CUST264,Rachit Doshi,Consumer,PROD878,Notebook,Office Supplies,West,Sikkim,Barasat,5,7339,0,36695,24621.46,12073.54,Credit Card,Pending,"Singh, Raval and Pillay",darpan54@krishnan-buch.net,0,Yes,35
ORD1496,5/2/2024,5/9/2024,CUST853,Pavani Mukhopadhyay,Corporate,PROD695,Notebook,Office Supplies,West,Sikkim,Guwahati,2,3881,10,6985.8,3227.64,3758.16,Credit Card,Cancelled,Ranganathan-Ravi,keya30@bedi-sinha.com,29,No,0
ORD1497,16-08-2023,20-08-2023,CUST515,Yachana Setty,Home Office,PROD730,Keyboard,Electronics,North,Goa,Gopalpur,5,12645,15,53741.25,22278.16,31463.09,Cash,Cancelled,Hayer Group,gshan@gala-sane.com,4,Yes,39
ORD1498,2/5/2026,2/6/2026,CUST786,Gayathri Sankaran,Consumer,PROD593,Office Chairs,Furniture,South,Haryana,Phusro,10,2976,5,28272,15057.29,13214.71,Net Banking,Pending,Khare-Mukhopadhyay,mwalla@bose.com,23,No,0
ORD1499,27-02-2026,3/3/2026,CUST773,Gaurav Kapadia,Consumer,PROD622,Calculator,Office Supplies,South,Uttarakhand,Durgapur,9,2560,0,23040,12424.91,10615.09,Net Banking,Delivered,"Thakkar, De and Bhasin",gmorar@hari.com,34,No,0
ORD1500,29-12-2024,1/5/2025,CUST389,Yash Bhatti,Corporate,PROD420,Mouse,Electronics,South,Kerala,Tirupati,6,6259,20,30043.2,16723.13,13320.07,Net Banking,Pending,"Bajwa, Vyas and Swamy",mandalnaksh@soni-mody.com,15,No,0
ORD1501,11/10/2025,13-11-2025,CUST554,Vanya Kar,Consumer,PROD400,Stapler,Office Supplies,East,Manipur,Parbhani,10,3913,10,35217,20549.91,14667.09,Credit Card,Cancelled,Ray and Sons,kabir65@cheema.biz,19,No,0
ORD1502,10/9/2023,15-10-2023,CUST884,Ekantika Khatri,Consumer,PROD481,Rice Bag,Grocery,West,Uttar Pradesh,Katihar,2,7850,15,13345,4233.31,9111.69,Cash,Pending,Bahl-Gulati,ldewan@yohannan.info,43,No,0
ORD1503,27-03-2026,31-03-2026,CUST949,Samaksh Kari,Home Office,PROD533,Sofa,Furniture,East,Andhra Pradesh,Gandhidham,3,13838,15,35286.9,24755.91,10530.99,UPI,Delivered,Salvi-Shan,qushihegde@morar.biz,1,Yes,27
ORD1504,26-11-2023,28-11-2023,CUST881,Sanya Ahuja,Corporate,PROD243,Cooking Oil,Grocery,West,Telangana,Phagwara,6,4427,20,21249.6,15970.92,5278.68,Cash,Delivered,"Taneja, Bedi and Gera",iyersneha@dutta.info,30,No,0
ORD1505,30-01-2026,2/1/2026,CUST871,Qasim Deshpande,Corporate,PROD677,Laptop,Electronics,East,Karnataka,Nagaon,5,3631,20,14524,4717.16,9806.84,Net Banking,Cancelled,"Balay, Kannan and Shetty",tanveer52@lanka.net,10,No,0
ORD1506,7/5/2024,7/11/2024,CUST318,Jasmit Muni,Home Office,PROD289,Mouse,Electronics,South,Manipur,Kolhapur,7,12392,15,73732.4,51346.8,22385.6,UPI,Cancelled,"Goel, Kunda and Puri",elijah12@anand-dube.biz,8,Yes,38
ORD1507,8/5/2024,8/8/2024,CUST899,Jason Vohra,Consumer,PROD878,Office Chairs,Furniture,South,Meghalaya,Dibrugarh,4,12084,10,43502.4,23182.84,20319.56,Credit Card,Pending,Dhawan PLC,ldas@rege.com,24,No,0
ORD1508,2/3/2024,2/5/2024,CUST879,Zansi More,Corporate,PROD774,Headphones,Electronics,South,Chhattisgarh,Varanasi,1,7044,20,5635.2,3974.89,1660.31,Cash,Pending,"Jani, Banik and Gopal",isaiah67@trivedi.biz,20,No,0
ORD1509,14-05-2026,21-05-2026,CUST668,Gopal Virk,Home Office,PROD786,Calculator,Office Supplies,North,Manipur,Kalyan-Dombivli,7,11622,0,81354,45650.17,35703.83,Credit Card,Cancelled,Ramaswamy-Apte,leena04@biswas.org,22,No,0
ORD1510,9/2/2024,9/4/2024,CUST587,Lopa Mody,Consumer,PROD736,Bookshelf,Furniture,North,Karnataka,Thane,7,6418,5,42679.7,32415.45,10264.25,UPI,Returned,Mane-Dalal,qbhavsar@mittal-oak.com,34,No,0
ORD1511,14-12-2025,15-12-2025,CUST603,Ira Prabhu,Corporate,PROD647,Cooking Oil,Grocery,North,Telangana,Bhagalpur,9,1192,10,9655.2,7118.25,2536.95,UPI,Pending,Swaminathan-Shan,labannaik@chanda-batra.com,42,No,0
ORD1512,29-11-2024,12/6/2024,CUST115,Varenya Baral,Consumer,PROD634,Dining Table,Furniture,West,Uttarakhand,Rourkela,4,8143,20,26057.6,17475.09,8582.51,Credit Card,Pending,Vaidya and Sons,banikindira@agrawal.com,11,No,0
ORD1513,23-06-2024,24-06-2024,CUST552,Waida Kar,Home Office,PROD960,Keyboard,Electronics,West,Madhya Pradesh,Thiruvananthapuram,10,6666,10,59994,22021.87,37972.13,UPI,Cancelled,Balakrishnan and Sons,wyatt77@ramaswamy.biz,1,Yes,29
ORD1514,9/1/2023,9/8/2023,CUST125,Panini Issac,Corporate,PROD840,Keyboard,Electronics,West,Himachal Pradesh,Vijayanagaram,2,6416,0,12832,7883.55,4948.45,UPI,Returned,Peri Ltd,balendra59@hegde-keer.com,26,No,0
ORD1515,15-09-2023,16-09-2023,CUST440,Hemal Mitter,Corporate,PROD404,Notebook,Office Supplies,West,Himachal Pradesh,Arrah,8,1304,0,10432,7428.61,3003.39,UPI,Returned,Balay Group,jairajbumb@sankar-narula.com,4,Yes,26
ORD1516,19-10-2024,24-10-2024,CUST635,Bhanumati Sachar,Consumer,PROD525,Keyboard,Electronics,West,Tripura,Dindigul,1,14335,20,11468,5811.42,5656.58,Net Banking,Returned,Subramaniam-Som,chanaekanta@sandal.com,2,Yes,47
ORD1517,25-06-2025,26-06-2025,CUST514,Harish Natarajan,Corporate,PROD133,Laptop,Electronics,West,Bihar,Karnal,2,3718,10,6692.4,4264.68,2427.72,Cash,Delivered,Nagarajan Ltd,fissac@kumer.com,29,No,0
ORD1518,23-07-2024,27-07-2024,CUST229,Warinder Bassi,Consumer,PROD303,Notebook,Office Supplies,West,Himachal Pradesh,Jamalpur,1,10174,0,10174,4400.53,5773.47,Credit Card,Cancelled,"Barad, Lad and Verma",karankapur@ramachandran.com,30,No,0
ORD1519,27-01-2026,28-01-2026,CUST302,Aadi Pau,Consumer,PROD503,Laptop,Electronics,South,Meghalaya,Ujjain,7,4295,0,30065,20593.05,9471.95,Credit Card,Returned,Choudhry LLC,bina70@gill.biz,32,No,0
ORD1520,12/11/2024,12/12/2024,CUST221,Orinder Sachar,Corporate,PROD717,Office Chairs,Furniture,West,Sikkim,Tenali,3,3828,10,10335.6,4830.42,5505.18,Net Banking,Returned,"Dugar, Lal and Dutt",georgepant@mahajan-boase.info,24,No,0
ORD1521,11/7/2024,11/12/2024,CUST904,Yutika Gola,Home Office,PROD243,Headphones,Electronics,East,Sikkim,Anand,7,9732,0,68124,35751.47,32372.53,Credit Card,Returned,Sabharwal-Borra,zayyansaxena@bhardwaj.com,22,No,0
ORD1522,4/8/2025,4/9/2025,CUST325,Jason Pillay,Consumer,PROD633,Rice Bag,Grocery,South,Karnataka,Srikakulam,7,2048,15,12185.6,8511.34,3674.26,UPI,Cancelled,Mukhopadhyay Ltd,hpandya@das.com,48,No,0
ORD1523,13-09-2025,16-09-2025,CUST615,Ekapad Narayanan,Home Office,PROD224,Headphones,Electronics,North,Maharashtra,Asansol,10,5636,5,53542,39124.89,14417.11,UPI,Delivered,"Pandey, Nath and Halder",bansalbalveer@goyal.biz,27,No,0
ORD1524,15-04-2025,21-04-2025,CUST856,Vincent Mitra,Corporate,PROD681,Headphones,Electronics,West,Tamil Nadu,Saharanpur,6,14122,15,72022.2,54444.25,17577.95,Net Banking,Returned,"Andra, Kant and Palla",asahota@shere-walia.com,46,No,0
ORD1525,29-12-2025,1/3/2026,CUST278,Chatresh Edwin,Home Office,PROD419,Sofa,Furniture,South,Uttarakhand,Gurgaon,5,3031,0,15155,10058.4,5096.6,Net Banking,Delivered,Konda-Balay,karvansha@khalsa-randhawa.net,31,No,0
ORD1526,27-10-2024,31-10-2024,CUST450,Harita Varma,Consumer,PROD687,Monitor,Electronics,South,Madhya Pradesh,Gangtok,5,9471,0,47355,31089.39,16265.61,Credit Card,Delivered,Dewan Ltd,pmohanty@doshi.com,46,No,0
ORD1527,29-07-2026,8/3/2026,CUST985,Saumya Dalal,Corporate,PROD947,Pen,Office Supplies,West,Maharashtra,Guntakal,6,7762,15,39586.2,17834.98,21751.22,UPI,Cancelled,Anne Inc,ramakrishnanjeremiah@pathak.com,15,No,0
ORD1528,13-03-2026,17-03-2026,CUST389,Chavvi Sood,Corporate,PROD275,File Folder,Office Supplies,South,Kerala,Karawal Nagar,2,12369,5,23501.1,10647.68,12853.42,Credit Card,Pending,"Kulkarni, Sani and Shroff",jalsa65@kunda-kala.info,36,No,0
ORD1529,29-11-2025,12/6/2025,CUST864,Balendra Solanki,Consumer,PROD920,Stapler,Office Supplies,East,Himachal Pradesh,Raebareli,8,9007,0,72056,56029.29,16026.71,Credit Card,Pending,Mistry-Luthra,teerth50@parikh-khalsa.biz,7,Yes,40
ORD1530,1/3/2026,1/5/2026,CUST559,Tara Dora,Consumer,PROD428,Mouse,Electronics,East,Sikkim,Ahmedabad,2,4689,15,7971.3,6215.06,1756.24,Net Banking,Cancelled,Karan Ltd,zansibansal@choudhury.com,38,No,0
ORD1531,7/3/2026,7/5/2026,CUST275,Sachi Choudhury,Home Office,PROD202,Notebook,Office Supplies,West,Kerala,Mira-Bhayandar,4,5085,0,20340,11770.84,8569.16,Net Banking,Returned,Parmer Ltd,theodoregoyal@sheth-edwin.info,46,No,0
ORD1532,2/4/2025,2/10/2025,CUST852,Sachi Bhatia,Corporate,PROD578,Sofa,Furniture,East,Maharashtra,Mangalore,7,12938,10,81509.4,29210.42,52298.98,Credit Card,Delivered,"Chowdhury, Bala and Zachariah",damyantibalay@rao.info,15,No,0
ORD1533,9/5/2023,9/7/2023,CUST819,Leena Palla,Corporate,PROD546,Keyboard,Electronics,North,Telangana,Ghaziabad,3,14647,20,35152.8,23539.49,11613.31,UPI,Delivered,"Borra, Barad and Kohli",nirja46@gera-dada.com,35,No,0
ORD1534,16-04-2025,22-04-2025,CUST151,Amruta Dyal,Corporate,PROD446,Cooking Oil,Grocery,South,Uttar Pradesh,Ulhasnagar,10,12713,10,114417,84554.07,29862.93,Credit Card,Delivered,Badami-Date,faraj05@ramanathan-dhaliwal.net,30,No,0
ORD1535,1/7/2024,13-01-2024,CUST669,Abhiram Prakash,Corporate,PROD259,Mouse,Electronics,East,Haryana,Udaipur,7,12300,5,81795,26516.15,55278.85,Credit Card,Pending,Varma and Sons,forumvig@chopra-puri.biz,24,No,0
ORD1536,6/1/2026,6/2/2026,CUST251,Eta Contractor,Home Office,PROD556,Calculator,Office Supplies,North,Jharkhand,Saharsa,7,8812,5,58599.8,19851.3,38748.5,Credit Card,Pending,Bhatia-Gole,upadhyaymegha@kaul.net,18,No,0
ORD1537,11/1/2023,11/7/2023,CUST660,Radhika Majumdar,Home Office,PROD261,File Folder,Office Supplies,South,Chhattisgarh,Berhampur,2,8445,5,16045.5,12096.74,3948.76,Net Banking,Delivered,Ramanathan LLC,chasmum81@saran.com,38,No,0
ORD1538,3/1/2025,3/7/2025,CUST712,Vedant Krish,Home Office,PROD605,Monitor,Electronics,East,Odisha,Avadi,3,1510,10,4077,1373.2,2703.8,Net Banking,Returned,"Tailor, Arora and Sahota",yatanbhatnagar@gala-yadav.org,11,No,0
ORD1539,16-05-2025,21-05-2025,CUST683,Imaran Som,Consumer,PROD290,Cooking Oil,Grocery,North,Madhya Pradesh,Ramgarh,5,11114,15,47234.5,26106.35,21128.15,Cash,Cancelled,Pillay Ltd,zansi07@mannan.com,50,No,0
ORD1540,23-08-2024,24-08-2024,CUST291,Chandran Nagarajan,Corporate,PROD498,Rice Bag,Grocery,South,Tamil Nadu,Suryapet,5,6554,20,26216,14356.95,11859.05,UPI,Returned,"Saini, Sood and Mahal",jhaanika@master.com,44,No,0
ORD1541,16-02-2025,17-02-2025,CUST814,Luke Badami,Consumer,PROD315,Study Table,Furniture,South,Meghalaya,Thoothukudi,10,11429,20,91432,67927.53,23504.47,Net Banking,Returned,"Narayanan, Rastogi and Jain",zarna79@ahluwalia.org,29,No,0
ORD1542,27-06-2026,29-06-2026,CUST744,Balendra Prashad,Consumer,PROD883,Cooking Oil,Grocery,West,Bihar,Danapur,8,7101,10,51127.2,18237.88,32889.32,UPI,Returned,Mand-Iyer,vdara@bakshi.com,39,No,0
ORD1543,14-10-2024,21-10-2024,CUST929,Maanav Dugar,Home Office,PROD995,Rice Bag,Grocery,South,Assam,Agartala,2,6786,0,13572,7641.29,5930.71,UPI,Returned,Krishna-Khatri,vasana71@bir.com,15,No,0
ORD1544,4/3/2025,4/8/2025,CUST569,Amrita Bakshi,Consumer,PROD153,Calculator,Office Supplies,South,Arunachal Pradesh,Mira-Bhayandar,10,7965,5,75667.5,33400.33,42267.17,UPI,Delivered,"Dani, Andra and Hayre",ladmaya@reddy.info,33,No,0
ORD1545,28-04-2026,5/4/2026,CUST394,Raghav Mani,Home Office,PROD571,Dining Table,Furniture,South,Tripura,Aurangabad,10,5213,10,46917,17333.86,29583.14,Credit Card,Returned,"Amble, Gara and Mukherjee",gaurav18@ram-chaudhry.com,43,No,0
ORD1546,10/11/2025,13-10-2025,CUST727,Jyoti Dalal,Consumer,PROD121,Notebook,Office Supplies,North,Goa,Kulti,3,6282,15,16019.1,6955.88,9063.22,Net Banking,Returned,"Kamdar, Rastogi and Saraf",tara37@dash.net,40,No,0
ORD1547,2/3/2026,2/9/2026,CUST155,Balhaar Buch,Home Office,PROD197,Sofa,Furniture,North,Uttar Pradesh,Panihati,4,14656,5,55692.8,35083.74,20609.06,Net Banking,Pending,Saha-Bhasin,harrisonparmer@menon-goswami.com,38,No,0
ORD1548,22-06-2026,27-06-2026,CUST595,Lohit Pandit,Home Office,PROD543,Study Table,Furniture,West,West Bengal,Jaipur,6,12731,15,64928.1,21437.67,43490.43,Net Banking,Pending,Parmer-Sinha,salviabha@hora.com,31,No,0
ORD1549,7/5/2026,7/11/2026,CUST794,Ryan Sunder,Home Office,PROD660,Keyboard,Electronics,North,Sikkim,Singrauli,3,6701,0,20103,13203.5,6899.5,UPI,Returned,Sem-Baral,madhavinaik@chatterjee.org,44,No,0
ORD1550,31-10-2025,11/6/2025,CUST242,Chaaya Kale,Home Office,PROD208,Cooking Oil,Grocery,East,Gujarat,Gandhinagar,5,4421,20,17684,7544.85,10139.15,UPI,Delivered,Nagy-Raman,lohit67@sridhar.info,33,No,0
ORD1551,11/3/2024,11/5/2024,CUST256,Gunbir Mukherjee,Home Office,PROD366,Monitor,Electronics,North,Assam,Madurai,4,9374,10,33746.4,18434.72,15311.68,Cash,Pending,Verma-Sarkar,csaxena@nagi.net,21,No,0
ORD1552,9/5/2025,9/10/2025,CUST879,Chandresh Parmar,Consumer,PROD608,Stapler,Office Supplies,North,Kerala,Kharagpur,8,6699,5,50912.4,22300.14,28612.26,Cash,Returned,Issac-Choudhary,xborah@biswas.info,14,No,0
ORD1553,28-08-2025,29-08-2025,CUST265,Anmol Gara,Corporate,PROD859,Cooking Oil,Grocery,West,Tripura,Bhopal,8,9953,5,75642.8,28565.26,47077.54,Credit Card,Cancelled,"Sathe, Narang and Nagi",gangasuresh@nagar.net,38,No,0
ORD1554,13-02-2026,15-02-2026,CUST757,Kevin Chadha,Home Office,PROD842,Bookshelf,Furniture,East,Punjab,Jehanabad,3,6604,15,16840.2,10710.54,6129.66,Cash,Pending,"Dhillon, Cherian and Vaidya",atharvmadan@wason.com,19,No,0
ORD1555,25-03-2026,29-03-2026,CUST690,Harsh Char,Home Office,PROD761,Cooking Oil,Grocery,South,Meghalaya,Siwan,2,5011,10,9019.8,4889.82,4129.98,Cash,Pending,Sane Inc,amandal@subramanian-chandran.com,23,No,0
ORD1556,15-12-2024,21-12-2024,CUST370,Abha Sekhon,Consumer,PROD557,Monitor,Electronics,West,Jharkhand,Pudukkottai,5,11714,10,52713,22884.06,29828.94,Cash,Returned,"Divan, Saran and Desai",xvala@agarwal.biz,37,No,0
ORD1557,30-06-2025,7/5/2025,CUST322,Anay Arora,Consumer,PROD304,File Folder,Office Supplies,East,Tamil Nadu,Thane,9,8717,0,78453,30874.47,47578.53,UPI,Pending,Bhatnagar-Ranganathan,edwinvincent@kakar.com,27,No,0
ORD1558,8/10/2023,16-08-2023,CUST777,Ubika Parsa,Consumer,PROD986,Stapler,Office Supplies,North,Assam,Surendranagar Dudhrej,1,13064,5,12410.8,6439.11,5971.69,UPI,Pending,"More, Chaudhary and Singhal",warindershroff@tank.org,3,Yes,44
ORD1559,26-10-2025,31-10-2025,CUST533,Ijaya Shan,Home Office,PROD382,Office Chairs,Furniture,East,Meghalaya,Siliguri,3,10158,0,30474,13841.68,16632.32,Cash,Returned,Shroff Inc,hbanerjee@rajan-bajaj.com,32,No,0
ORD1560,4/7/2026,14-04-2026,CUST967,Udant Mann,Consumer,PROD121,Study Table,Furniture,South,Chhattisgarh,Eluru,9,8868,20,63849.6,24822.05,39027.55,Cash,Returned,Kashyap-Bera,ishanimahal@toor.com,27,No,0
ORD1561,28-08-2025,31-08-2025,CUST714,Triveni Raghavan,Corporate,PROD936,Cooking Oil,Grocery,South,Arunachal Pradesh,Chandigarh,4,7006,20,22419.2,12573.93,9845.27,Credit Card,Returned,Parmer-Badami,kcherian@chopra.com,36,No,0
ORD1562,5/6/2026,5/10/2026,CUST928,Reyansh Bera,Home Office,PROD355,Laptop,Electronics,West,Haryana,Raipur,6,2667,20,12801.6,9595.43,3206.17,UPI,Cancelled,Cheema Ltd,rsastry@randhawa-sankar.biz,29,No,0
ORD1563,6/3/2024,6/8/2024,CUST675,Xavier Murty,Corporate,PROD207,Notebook,Office Supplies,North,Jharkhand,Begusarai,6,9230,0,55380,21487.08,33892.92,Credit Card,Pending,Bhasin-Mohan,ekani19@choudhry.com,42,No,0
ORD1564,11/8/2024,11/12/2024,CUST472,Isha Bhattacharyya,Home Office,PROD674,File Folder,Office Supplies,South,Bihar,Purnia,5,3342,20,13368,8765.38,4602.62,Credit Card,Delivered,Pandey-Jani,indrajit43@sanghvi.com,3,Yes,38
ORD1565,25-05-2025,29-05-2025,CUST252,Alexander Bandi,Home Office,PROD781,Bookshelf,Furniture,North,Maharashtra,Katni,10,14416,20,115328,79960.36,35367.64,Cash,Returned,Bahl Ltd,muppal@konda.info,46,No,0
ORD1566,23-09-2023,28-09-2023,CUST243,Devika Dey,Home Office,PROD749,Rice Bag,Grocery,East,Uttar Pradesh,Jammu,2,6321,20,10113.6,7530.65,2582.95,Credit Card,Returned,"Mane, Kant and Subramaniam",chaudharichameli@sampath.com,1,Yes,46
ORD1567,1/2/2024,1/7/2024,CUST853,Odika Doshi,Home Office,PROD512,Keyboard,Electronics,West,Punjab,Begusarai,6,9271,15,47282.1,37614.82,9667.28,Net Banking,Pending,"Rao, Bhattacharyya and Kunda",yohannangirik@dugal-jha.com,9,Yes,41
ORD1568,5/8/2025,5/9/2025,CUST298,Ekalinga Nagi,Corporate,PROD797,Office Chairs,Furniture,North,Madhya Pradesh,Khora ,6,12808,0,76848,53624.27,23223.73,Net Banking,Returned,Wadhwa and Sons,oliver91@narang.com,20,No,0
ORD1569,20-04-2025,25-04-2025,CUST929,Vincent Chatterjee,Consumer,PROD506,File Folder,Office Supplies,North,Sikkim,North Dumdum,9,2559,5,21879.45,7921.66,13957.79,Credit Card,Pending,"Narain, Dani and Shukla",nishabutala@gandhi.com,27,No,0
ORD1570,22-08-2024,29-08-2024,CUST408,Vaishnavi Kant,Consumer,PROD345,Study Table,Furniture,West,Jharkhand,Moradabad,9,11855,0,106695,73874.48,32820.52,Cash,Returned,Shetty Inc,pushti55@kadakia-malhotra.com,26,No,0
ORD1571,10/6/2023,10/12/2023,CUST850,Yashodhara Khalsa,Corporate,PROD508,Cooking Oil,Grocery,West,Manipur,Udupi,9,14501,5,123983.55,47959.18,76024.37,Credit Card,Delivered,"Oommen, Sood and Murthy",abail@ben.com,24,No,0
ORD1572,8/3/2025,8/10/2025,CUST541,Ridhi Dhar,Corporate,PROD911,File Folder,Office Supplies,South,Meghalaya,Danapur,4,4159,5,15804.2,10607.22,5196.98,UPI,Returned,Varty-Gulati,triptimangat@kulkarni-bumb.com,30,No,0
ORD1573,28-10-2025,11/2/2025,CUST421,Yuvraj Virk,Home Office,PROD650,Calculator,Office Supplies,South,Tamil Nadu,Hospet,7,7689,5,51131.85,30006.81,21125.04,Cash,Cancelled,"Karpe, Gade and Bakshi",anvi47@halder.com,47,No,0
ORD1574,17-01-2026,24-01-2026,CUST835,Sudiksha Tak,Consumer,PROD201,Bookshelf,Furniture,East,Maharashtra,Motihari,1,12075,20,9660,5469.38,4190.62,Net Banking,Returned,Chandran and Sons,andrewchanda@ghose.com,48,No,0
ORD1575,15-06-2026,16-06-2026,CUST811,Kamya Sule,Consumer,PROD671,Sofa,Furniture,West,Manipur,Delhi,3,6626,5,18884.1,14845.68,4038.42,Credit Card,Returned,"Lall, Chaudhuri and Om",pinglejairaj@subramanian.net,39,No,0
ORD1576,27-02-2025,3/6/2025,CUST490,Ekta Patla,Home Office,PROD390,Dining Table,Furniture,North,Manipur,Sri Ganganagar,6,7386,15,37668.6,17042.03,20626.57,Net Banking,Returned,Singhal-Kapoor,farhanbrahmbhatt@mallick-modi.org,41,No,0
